nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
MATTOS AUTO PECAS,mattos-auto-pecas,2011-05-17T03:00:00.000Z,1,Belmonte,BA,23540,-15.8608,-38.8758,,,,
MAURICIO BOLSAS,mauricio-bolsas,2010-07-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAURICIO DO VANERAO,mauricio-do-vanerao,2011-08-24T03:00:00.000Z,1,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MAURY COMERCIO,maury-comercio,1996-02-12T03:00:00.000Z,1,Paratinga,BA,32274,-12.687,-43.1798,,,,
MAVEL,mavel,1999-02-04T02:00:00.000Z,1,Brumado,BA,67468,-14.2021,-41.6696,,,,
MAX CALCADOS,max-calcados,2009-03-18T03:00:00.000Z,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
MAX CALCADOS,max-calcados,2010-08-11T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAX FLORES,max-flores,1974-05-23T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAX GAS,max-gas,2002-09-25T03:00:00.000Z,1,Ipiaú,BA,45969,-14.1226,-39.7353,,,,
MAX LIMPEZA,max-limpeza,2010-12-02T02:00:00.000Z,1,Malhada,BA,16875,-14.3371,-43.7686,,,,
MAX MATERIAIS PARA CONSTRUCAO,max-materiais-para-construcao,1990-09-11T03:00:00.000Z,1,Canavieiras,BA,30722,-15.6722,-38.9536,,,,
MAX MERCADO,max-mercado,1987-07-09T03:00:00.000Z,1,Irecê,BA,74050,-11.3033,-41.8535,,,,
MAX MOVEIS,max-moveis,2004-09-17T03:00:00.000Z,3,Filadélfia,BA,16314,-10.7405,-40.1437,,,,
MAX ROSE,max-rose,1995-10-23T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAX TELECON,max-telecon,2010-07-28T03:00:00.000Z,1,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
MAX'S COMERCIO E REPRESENTACOES,maxs-comercio-e-representacoes,2011-02-04T02:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MAXBOM SUPERMERCADO,maxbom-supermercado,2009-01-23T02:00:00.000Z,1,Caravelas,BA,22166,-17.7268,-39.2597,,,,
MAXFONE,maxfone,1998-02-12T02:00:00.000Z,5,Itabuna,BA,214123,-14.7876,-39.2781,,,,
MAXI MED,maxi-med,1999-02-08T02:00:00.000Z,5,Guanambi,BA,85353,-14.2231,-42.7799,,,,
MAXI TURBOS,maxi-turbos,2005-09-13T03:00:00.000Z,1,Simões Filho,BA,137117,-12.7866,-38.4029,,,,
MAXICOPY,maxicopy,2005-05-25T03:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
MAXIMAS TECNOLOGIA & INFORMACAO,maximas-tecnologia-informacao,2003-01-29T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MAXIMU ASSESSORIA E CONSULTORIA CONTABIL,maximu-assessoria-e-consultoria-contabil,2012-04-09T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAXIPRINT,maxiprint,2004-08-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAXUM,maxum,1997-11-11T02:00:00.000Z,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
MAXXIMA ASSISTENCE,maxxima-assistence,2012-02-02T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAXXIMA SAUDE E ESTETICA,maxxima-saude-e-estetica,2005-09-05T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MAZINHO COMPRA E VENDA DE CACAU,mazinho-compra-e-venda-de-cacau,2000-04-14T03:00:00.000Z,1,Maiquinique,BA,10294,-15.624,-40.2587,,,,
MAZINHO MUDANCAS,mazinho-mudancas,2004-12-06T02:00:00.000Z,1,Xique-Xique,BA,46562,-10.823,-42.7245,,,,
MB,mb,2012-06-06T03:00:00.000Z,1,Abaré,BA,20594,-8.72073,-39.1162,,,,
MB CONSULTORIA,mb-consultoria,2011-08-18T03:00:00.000Z,1,Irecê,BA,74050,-11.3033,-41.8535,,,,
MB LOJAS DE CONVENIENCIAS,mb-lojas-de-conveniencias,2008-09-03T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MB PECAS,mb-pecas,2001-09-25T03:00:00.000Z,1,Tabocas do Brejo Velho,BA,12515,-12.7026,-44.0075,,,,
MB POCAS,mb-pocas,1998-09-22T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MB TRANSPORTES,mb-transportes,2009-08-20T03:00:00.000Z,1,Ipirá,BA,59281,-12.1561,-39.7359,,,,
MBC BOMBAS,mbc-bombas,2008-05-07T03:00:00.000Z,3,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MBEE _ PRODUCOES,mbee-producoes,2008-11-11T02:00:00.000Z,1,Botuporã,BA,10050,-13.3772,-42.5163,,,,
MC - QUINTA DO VILAR,mc-quinta-do-vilar,2012-05-03T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MC CONFECCOES,mc-confeccoes,2012-04-26T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MC DENY,mc-deny,2012-05-17T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MC DRI,mc-dri,2000-09-04T03:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
MC LOGISTICA,mc-logistica,2010-12-29T02:00:00.000Z,3,Barreiras,BA,158432,-12.1439,-44.9968,,,,
MC MARINHO IMOVEIS,mc-marinho-imoveis,2002-12-17T02:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
MC PLUS CONVINIENCIA,mc-plus-conviniencia,2005-12-27T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MC PRODUCOES,mc-producoes,2011-11-24T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MC SILVA,mc-silva,2003-08-07T03:00:00.000Z,1,Riacho de Santana,BA,35757,-13.6059,-42.9397,,,,
MCA MATERIAIS DE CONSTRUCAO AVENIDA,mca-materiais-de-construcao-avenida,2004-12-27T02:00:00.000Z,1,Filadélfia,BA,16314,-10.7405,-40.1437,,,,
MCDONALD'S,mcdonalds,1997-03-04T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MCDONALDS,mcdonalds,2008-09-16T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MCDONALDS,mcdonalds,2011-12-21T02:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MD BIJOUX,md-bijoux,2010-07-16T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MD DISTRIBUIDORA DE LIVROS,md-distribuidora-de-livros,2009-01-20T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MD MATERIAL HOSPITALAR,md-material-hospitalar,2004-09-16T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MDA ATACADISTA,mda-atacadista,2001-09-13T03:00:00.000Z,5,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MDA VIDROS,mda-vidros,2009-10-19T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MDB DE ANGICAL/BA,mdb-de-angicalba,2011-10-06T03:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
MDDL PATRIMONIAL,mddl-patrimonial,2011-12-06T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MDR PROMOCOES DE EVENTOS ESPORTIVOS,mdr-promocoes-de-eventos-esportivos,2012-02-07T02:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
MDSC SERVICOS,mdsc-servicos,2004-03-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MDUARTE RESTAURANTES,mduarte-restaurantes,2011-01-27T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MDV TRANSPORTE & LOGISTICA,mdv-transporte-logistica,2009-03-13T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
ME CONSTRUCAO,me-construcao,1997-11-17T02:00:00.000Z,1,Brumado,BA,67468,-14.2021,-41.6696,,,,
ME CONSTRUTORA,me-construtora,2005-09-23T03:00:00.000Z,3,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
ME PUBLICIDADE,me-publicidade,2010-11-08T02:00:00.000Z,1,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MEA,mea,2014-06-06T03:00:00.000Z,5,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MECANAL,mecanal,1977-08-26T03:00:00.000Z,5,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MECANICA AUTO PECAS MARCIEL,mecanica-auto-pecas-marciel,2003-11-10T02:00:00.000Z,1,Casa Nova,BA,73092,-9.16408,-40.974,,,,
MECANICA AVELAR,mecanica-avelar,2011-12-13T02:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
MECANICA BAHIA,mecanica-bahia,1978-02-17T03:00:00.000Z,5,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
MECANICA BOHRY,mecanica-bohry,1982-05-19T03:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
MECANICA CEZAR,mecanica-cezar,2008-02-25T03:00:00.000Z,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,,,,
MECANICA FAEDO,mecanica-faedo,1996-12-20T02:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
MECANICA QUEIROZ,mecanica-queiroz,2009-04-14T03:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
MECANICA SANTOS,mecanica-santos,2009-11-20T02:00:00.000Z,1,Formosa do Rio Preto,BA,26111,-11.0328,-45.193,,,,
MECTRANS,mectrans,2008-12-16T02:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MED CENTER,med-center,2002-03-05T03:00:00.000Z,3,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
MED FARMA POPULAR,med-farma-popular,2007-02-07T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MEDES,medes,2006-03-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MEDICAL NEWS,medical-news,1999-03-23T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MEDICLIN,mediclin,1999-04-23T03:00:00.000Z,3,Guanambi,BA,85353,-14.2231,-42.7799,,,,
MEDICMAIS ODONTO CENTER,medicmais-odonto-center,2009-04-07T03:00:00.000Z,1,Santo Amaro,BA,60190,-12.5472,-38.7137,,,,
MEDINA COELHO EMPREENDIMENTOS,medina-coelho-empreendimentos,1999-03-12T03:00:00.000Z,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
MEDITERRANEO,mediterraneo,2012-03-14T03:00:00.000Z,1,Guanambi,BA,85353,-14.2231,-42.7799,,,,
MEDMENTOR,medmentor,2008-04-16T03:00:00.000Z,1,Ibotirama,BA,27076,-12.1779,-43.2167,,,,
MEDRADO TRANSPORTE,medrado-transporte,2014-05-13T03:00:00.000Z,1,Iramaia,BA,7874,-13.2902,-40.9595,,,,
MEDSERVICE - SERVICOS MEDICOS,medservice-servicos-medicos,2005-05-09T03:00:00.000Z,1,Igaporã,BA,15661,-13.774,-42.7155,,,,
MEGA ARTE,mega-arte,1995-05-12T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MEGA BARATEIRO,mega-barateiro,2007-10-02T03:00:00.000Z,1,São Félix do Coribe,BA,15543,-13.4019,-44.1837,,,,
MEGA CARD CONSULTORIA,mega-card-consultoria,2009-10-02T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MEGA COMERCIAL DE GAS,mega-comercial-de-gas,1995-11-27T02:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MEGA DISTRIBUIDORA,mega-distribuidora,2005-02-18T02:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MEGA GAS,mega-gas,2010-08-27T03:00:00.000Z,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,,,,
MEGA INFORMATICA,mega-informatica,2001-01-24T02:00:00.000Z,1,Itagibá,BA,14331,-14.2782,-39.8449,,,,
MEGA LAN SERVICOS,mega-lan-servicos,2010-12-03T02:00:00.000Z,1,Candeias,BA,87820,-12.6716,-38.5472,,,,
MEGA REPRESENTACOES,mega-representacoes,2005-03-14T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MEGA RETENTORES E ROLAMENTOS,mega-retentores-e-rolamentos,2006-06-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MEGA SEGURANCA PATRIMONIAL E SERVICOS,mega-seguranca-patrimonial-e-servicos,2008-09-30T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MEGA SORTE,mega-sorte,2001-10-18T02:00:00.000Z,1,Campo Formoso,BA,71754,-10.5105,-40.32,,,,
MEGA VIDROS,mega-vidros,2007-07-12T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MEGACELL,megacell,2002-10-23T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MEIRE SUPERMERCADO,meire-supermercado,2007-09-14T03:00:00.000Z,1,Iramaia,BA,7874,-13.2902,-40.9595,,,,
MEIRE SURF WEARE,meire-surf-weare,2012-02-15T02:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
MEIRE VARIEDADES,meire-variedades,2014-06-09T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MEKO,meko,1987-12-29T02:00:00.000Z,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
MEL DO SERTAO,mel-do-sertao,2011-07-19T03:00:00.000Z,1,Antas,BA,19659,-10.3856,-38.3401,,,,
MEL SONORIZACAO,mel-sonorizacao,1999-07-21T03:00:00.000Z,1,Conceição do Almeida,BA,17087,-12.7836,-39.1715,,,,
MELANINA IN MORRO,melanina-in-morro,2012-02-08T02:00:00.000Z,1,Cairu,BA,18666,-13.4904,-39.0465,,,,
MELC MOVEIS PLANEJADOS,melc-moveis-planejados,2009-04-03T03:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
MELCK EVENTOS E PUBLICIDADES,melck-eventos-e-publicidades,2010-10-28T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MELISSA ENXOVAIS,melissa-enxovais,1999-04-19T03:00:00.000Z,1,Carinhanha,BA,29118,-14.2985,-43.7724,,,,
MELISSA TRANSPORTES,melissa-transportes,2005-09-15T03:00:00.000Z,1,São Sebastião do Passé,BA,44554,-12.5123,-38.4905,,,,
MELIVEL,melivel,1991-09-30T03:00:00.000Z,1,Irecê,BA,74050,-11.3033,-41.8535,,,,
MELLO VISAO CONTABILIDADE,mello-visao-contabilidade,1996-04-01T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
MELLYS CONFECCOES E ACESSORIOS,mellys-confeccoes-e-acessorios,2006-02-21T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MELO ARAUJO INDUSTRIA E COMERCIO LTDA,melo-araujo-industria-e-comercio-ltda,2008-06-27T03:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
MEMORIA E ARTE,memoria-e-arte,2011-11-22T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MENDES MOVEIS,mendes-moveis,1999-03-11T03:00:00.000Z,1,Jacobina,BA,80749,-11.1812,-40.5117,,,,
MENDONCA MAGAZINE,mendonca-magazine,2000-10-30T02:00:00.000Z,1,Ibitiara,BA,16463,-12.6502,-42.2179,,,,
MENDONCA TRANSPORTES,mendonca-transportes,1986-11-18T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MENEZES MENEZES SERVICOS AMBIENTAIS,menezes-menezes-servicos-ambientais,2010-09-03T03:00:00.000Z,1,Mata de São João,BA,47643,-12.5307,-38.3009,,,,
MENI SUPER,meni-super,1998-06-30T03:00:00.000Z,1,Jacobina,BA,80749,-11.1812,-40.5117,,,,
MENOR PRECO EMBALAGENS,menor-preco-embalagens,2011-01-12T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
MENTE SA EM CORPO SAO,mente-sa-em-corpo-sao,2004-12-10T02:00:00.000Z,5,Aporá,BA,17840,-11.6577,-38.0814,,,,
MENUDO'S MODAS,menudos-modas,1986-02-27T02:00:00.000Z,3,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
MERCADAO ARAMARI,mercadao-aramari,1987-11-11T02:00:00.000Z,5,Aramari,BA,11519,-12.0884,-38.4969,,,,
MERCADAO DE CARNES SANTO ANTONIO,mercadao-de-carnes-santo-antonio,2009-07-22T03:00:00.000Z,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
MERCADAO RURAL,mercadao-rural,2003-12-19T02:00:00.000Z,1,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
MERCADAO SUPERMERCADO,mercadao-supermercado,2014-05-14T03:00:00.000Z,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
MERCADIMHO E PADARIA UNIAO,mercadimho-e-padaria-uniao,1999-07-12T03:00:00.000Z,1,Jussara,BA,15241,-11.0431,-41.9702,,,,
MERCADINHO,mercadinho,2009-12-03T02:00:00.000Z,1,Gandu,BA,32778,-13.7441,-39.4747,,,,
MERCADINHO,mercadinho,2011-09-01T03:00:00.000Z,1,Crisópolis,BA,21219,-11.5059,-38.1515,,,,
MERCADINHO & CIA,mercadinho-cia,2007-05-31T03:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
MERCADINHO & LANCHES RS,mercadinho-lanches-rs,2010-05-18T03:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
MERCADINHO ADEMILTON,mercadinho-ademilton,2003-04-04T03:00:00.000Z,1,Retirolândia,BA,14588,-11.4832,-39.4234,,,,
MERCADINHO AGAPE,mercadinho-agape,2008-10-24T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO AI,mercadinho-ai,2011-01-13T02:00:00.000Z,1,Itamari,BA,7971,-13.7782,-39.683,,,,
MERCADINHO ALIANCA,mercadinho-alianca,2011-08-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MERCADINHO AMIGOS,mercadinho-amigos,1998-03-04T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MERCADINHO AMIZADE,mercadinho-amizade,2007-12-27T02:00:00.000Z,1,Mutuípe,BA,22340,-13.2284,-39.5044,,,,
MERCADINHO ANDRADE,mercadinho-andrade,2000-05-17T03:00:00.000Z,1,Jequié,BA,156277,-13.8509,-40.0877,,,,
MERCADINHO ANGEL GABRIEL,mercadinho-angel-gabriel,2009-02-04T02:00:00.000Z,1,Ituberá,BA,28870,-13.7249,-39.1481,,,,
MERCADINHO ARAUJO,mercadinho-araujo,2003-11-18T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MERCADINHO ARRAIAL DO RETIRO,mercadinho-arraial-do-retiro,2012-03-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MERCADINHO AVENIDA,mercadinho-avenida,2011-04-25T03:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
MERCADINHO AZEVEDO,mercadinho-azevedo,2014-06-05T03:00:00.000Z,1,Iaçu,BA,23950,-12.7666,-40.2056,,,,
MERCADINHO BAHIA,mercadinho-bahia,1990-09-13T03:00:00.000Z,1,Itaberaba,BA,64795,-12.5242,-40.3059,,,,
MERCADINHO BATISTA,mercadinho-batista,1986-09-18T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
MERCADINHO BELEM,mercadinho-belem,2009-10-15T03:00:00.000Z,1,Lençóis,BA,11586,-12.5616,-41.3928,,,,
MERCADINHO BOA ESPERANCA,mercadinho-boa-esperanca,2004-02-26T03:00:00.000Z,3,Iraquara,BA,25728,-12.2429,-41.6155,,,,
MERCADINHO BOA SORTE,mercadinho-boa-sorte,2005-02-16T02:00:00.000Z,1,Araças,BA,12237,-12.22,-38.2027,,,,
MERCADINHO BOA SORTE,mercadinho-boa-sorte,1998-04-20T03:00:00.000Z,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
MERCADINHO BOA VISTA,mercadinho-boa-vista,2009-05-21T03:00:00.000Z,1,Jussara,BA,15241,-11.0431,-41.9702,,,,
MERCADINHO BOA VISTA,mercadinho-boa-vista,2011-02-08T02:00:00.000Z,1,Pé de Serra,BA,13535,-11.8313,-39.611,,,,
MERCADINHO BOAS COMPRAS,mercadinho-boas-compras,2009-08-20T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
MERCADINHO BOM DE PRECO,mercadinho-bom-de-preco,2007-08-14T03:00:00.000Z,1,Livramento de Nossa Senhora,BA,46372,-13.6369,-41.8432,,,,
MERCADINHO BOM JESUS,mercadinho-bom-jesus,2006-06-21T03:00:00.000Z,1,Ipiaú,BA,45969,-14.1226,-39.7353,,,,
MERCADINHO BOM PRECO,mercadinho-bom-preco,1989-08-07T03:00:00.000Z,1,Conceição do Coité,BA,67394,-11.56,-39.2808,,,,
MERCADINHO BOM PRECO,mercadinho-bom-preco,2009-05-08T03:00:00.000Z,1,Paratinga,BA,32274,-12.687,-43.1798,,,,
MERCADINHO BONZAO,mercadinho-bonzao,2002-06-06T03:00:00.000Z,1,Brumado,BA,67468,-14.2021,-41.6696,,,,
MERCADINHO BRASIL,mercadinho-brasil,2000-11-14T02:00:00.000Z,1,Presidente Tancredo Neves,BA,28272,-13.4471,-39.4203,,,,
MERCADINHO BRASILEIRO,mercadinho-brasileiro,2008-03-20T03:00:00.000Z,1,Poções,BA,46885,-14.5234,-40.3634,,,,
MERCADINHO BRITO,mercadinho-brito,2009-10-27T02:00:00.000Z,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,,,,
MERCADINHO CABRAL,mercadinho-cabral,1995-08-11T03:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
MERCADINHO CACHOEIRA,mercadinho-cachoeira,2004-01-21T02:00:00.000Z,1,Jacobina,BA,80749,-11.1812,-40.5117,,,,
MERCADINHO CAPANEMA,mercadinho-capanema,2005-03-28T03:00:00.000Z,1,Baianópolis,BA,13979,-12.3016,-44.5388,,,,
MERCADINHO CARDOSO,mercadinho-cardoso,2008-11-26T02:00:00.000Z,1,Muritiba,BA,29420,-12.6329,-38.9921,,,,
MERCADINHO CARDOZO E MATERIAL PARA CONSTRUCAO,mercadinho-cardozo-e-material-para-construcao,2010-02-11T02:00:00.000Z,1,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
MERCADINHO CARVALHO,mercadinho-carvalho,2010-10-08T03:00:00.000Z,1,Aramari,BA,11519,-12.0884,-38.4969,,,,
MERCADINHO CENTRAL,mercadinho-central,2011-07-05T03:00:00.000Z,1,Caetanos,BA,14671,-14.3347,-40.9175,,,,
MERCADINHO CENTRO,mercadinho-centro,2010-12-13T02:00:00.000Z,1,Ourolândia,BA,17567,-10.9578,-41.0756,,,,
MERCADINHO CENTRO TEOLANDIA,mercadinho-centro-teolandia,2011-10-18T02:00:00.000Z,1,Teolândia,BA,15097,-13.5896,-39.484,,,,
MERCADINHO CERQUEIRA,mercadinho-cerqueira,2009-02-18T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO CESTA BASICA OLIVEIRA,mercadinho-cesta-basica-oliveira,2011-06-16T03:00:00.000Z,1,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,,,,
MERCADINHO CHAVES,mercadinho-chaves,2000-06-28T03:00:00.000Z,1,Ibotirama,BA,27076,-12.1779,-43.2167,,,,
MERCADINHO CHAVES E SAMUCA,mercadinho-chaves-e-samuca,2011-01-28T02:00:00.000Z,1,Presidente Dutra,BA,15180,-11.2923,-41.9843,,,,
MERCADINHO COMPRE BEM,mercadinho-compre-bem,2002-02-28T03:00:00.000Z,1,Lapão,BA,27323,-11.3851,-41.8286,,,,
MERCADINHO COMPRE BEM,mercadinho-compre-bem,2010-11-12T02:00:00.000Z,1,Cabaceiras do Paraguaçu,BA,19010,-12.5317,-39.1902,,,,
MERCADINHO CUSTODIO'S,mercadinho-custodios,1998-07-15T03:00:00.000Z,1,Cristópolis,BA,13981,-12.2249,-44.4214,,,,
MERCADINHO D L,mercadinho-d-l,2004-08-05T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
MERCADINHO DA CONSTRUCAO,mercadinho-da-construcao,2011-06-09T03:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
MERCADINHO DA ECONOMIA,mercadinho-da-economia,2008-12-02T02:00:00.000Z,1,Mortugaba,BA,12063,-15.0225,-42.3727,,,,
MERCADINHO DA GEISA,mercadinho-da-geisa,2008-05-27T03:00:00.000Z,3,Caldeirão Grande,BA,13452,-11.0208,-40.2956,,,,
MERCADINHO DA JACK,mercadinho-da-jack,2005-09-15T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
MERCADINHO DAIKIRLLEY,mercadinho-daikirlley,2006-11-28T02:00:00.000Z,1,Sento Sé,BA,41279,-9.74138,-41.8786,,,,
MERCADINHO DANIELLA,mercadinho-daniella,2008-03-31T03:00:00.000Z,1,Santana,BA,26792,-12.9792,-44.0506,,,,
MERCADINHO DAS ESQUINAS,mercadinho-das-esquinas,2007-08-06T03:00:00.000Z,1,Valença,BA,97873,-13.3669,-39.073,,,,
MERCADINHO DE BEBIDAS,mercadinho-de-bebidas,1994-03-21T03:00:00.000Z,1,Madre de Deus,BA,21754,-12.7446,-38.6153,,,,
MERCADINHO DECA,mercadinho-deca,2011-07-12T03:00:00.000Z,1,Ibititá,BA,17048,-11.5414,-41.9748,,,,
MERCADINHO DIA A DIA,mercadinho-dia-a-dia,2008-09-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
MERCADINHO DIOLINDO BRAZ,mercadinho-diolindo-braz,2009-02-12T02:00:00.000Z,1,Rio de Contas,BA,12878,-13.5852,-41.8048,,,,
MERCADINHO DO CABELEIRA,mercadinho-do-cabeleira,2004-06-28T03:00:00.000Z,1,Entre Rios,BA,42014,-11.9392,-38.0871,,,,
MERCADINHO DO CABIDE,mercadinho-do-cabide,1998-10-16T02:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
MERCADINHO DO JORGE,mercadinho-do-jorge,2010-08-18T03:00:00.000Z,1,Iaçu,BA,23950,-12.7666,-40.2056,,,,
